GENERALIZED BORN:
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,ESCF,G gas,G solv,TOTAL
136,496.3406,1467.5158,-1085.0655,0.0,0.0,0.0,-1268.2251,-15831.2893,603.5563,11544.2889,-2076.6702,58.619224079999995,11.5196,-4072.8783000000003,-2018.05097592,-6079.409675920001
137,504.1408,1410.1621,-1080.9917,0.0,0.0,0.0,-1278.7387,-15731.6509,614.6142,11557.7801,-2161.8082,58.84838352,5.7705,-4004.6841000000004,-2102.95981648,-6101.87341648
138,525.0119,1448.7484,-1078.8785,0.0,0.0,0.0,-1281.9364,-15870.6515,575.5403,11548.4892,-2065.3603,59.6953368,8.4607,-4133.676599999999,-2005.6649631999999,-6130.880863199999
139,487.1372,1385.7519,-1098.874,0.0,0.0,0.0,-1280.7581,-15858.9194,614.97,11537.5111,-2022.6552,59.31976248,13.8725,-4213.181300000002,-1963.33543752,-6162.644237520002
140,480.324,1396.9468,-1090.3245,0.0,0.0,0.0,-1236.7544,-15898.1018,612.9327,11578.4448,-2086.6678,59.60548007999999,12.0888,-4156.532400000002,-2027.0623199200002,-6171.505919920001
141,473.6891,1426.3088,-1089.1225,0.0,0.0,0.0,-1254.0609,-15929.1855,612.9526,11535.827,-1970.5778,59.08450176,9.2216,-4223.591399999999,-1911.49329824,-6125.863098239999
142,486.2919,1434.9179,-1094.7471,0.0,0.0,0.0,-1270.0912,-15959.8347,621.006,11553.0896,-1959.4464,58.7997972,-9.8451,-4229.3676,-1900.6466028,-6139.859302799999
143,539.238,1418.5474,-1092.4752,0.0,0.0,0.0,-1302.1751,-15937.0972,597.2234,11544.35,-1985.2559,57.6859644,19.3809,-4232.3886999999995,-1927.5699356,-6140.5777356
144,553.2457,1460.3414,-1055.9248,0.0,0.0,0.0,-1292.7725,-15850.6503,571.1409,11495.5641,-1993.8804,57.29366808,9.2177,-4119.055499999999,-1936.58673192,-6046.424531919998
145,498.0278,1377.7028,-1068.6585,0.0,0.0,0.0,-1257.0379,-15792.9593,604.7617,11531.9821,-2093.7495,59.02950239999999,8.6275,-4106.181300000002,-2034.7199976,-6132.273797600003
146,501.3518,1430.1547,-1098.9478,0.0,0.0,0.0,-1281.3317,-15939.3411,583.6244,11539.8821,-1968.3543,57.66317856,13.9523,-4264.607599999998,-1910.69112144,-6161.346421439997
147,497.2964,1411.4714,-1090.9083,0.0,0.0,0.0,-1256.4692,-15815.6287,589.2546,11566.1586,-2110.6388,60.089169600000005,4.9061,-4098.825199999999,-2050.5496304000003,-6144.4687304
148,497.8176,1393.6988,-1087.2438,0.0,0.0,0.0,-1259.6075,-15919.3759,615.318,11557.1656,-2016.6266,58.788033840000004,10.9328,-4202.227199999999,-1957.83856616,-6149.132966159999
149,526.0371,1438.8273,-1092.2383,0.0,0.0,0.0,-1274.2108,-15862.5819,585.6869,11520.657,-2045.3013,56.842667999999996,9.687,-4157.822699999999,-1988.458632,-6136.594331999999
150,484.8298,1388.6795,-1081.3213,0.0,0.0,0.0,-1266.7146,-15832.9701,614.0375,11553.1801,-2070.5065,59.685995520000006,3.6549,-4140.2791,-2010.82050448,-6147.444704479999
151,488.9696,1433.4314,-1111.061,0.0,0.0,0.0,-1261.9099,-15863.0326,609.7861,11571.5098,-2078.3903,58.82690232,9.2414,-4132.306600000002,-2019.56339768,-6142.628597680002
152,495.7369,1413.1547,-1113.0536,0.0,0.0,0.0,-1270.2529,-15689.6217,605.2787,11593.8336,-2249.836,59.497530479999995,9.328,-3964.9242999999988,-2190.3384695199998,-6145.934769519998
153,490.0881,1420.3522,-1083.2097,0.0,0.0,0.0,-1271.446,-15962.2193,607.5145,11597.1304,-1991.597,59.49952056,10.3166,-4201.789800000002,-1932.09747944,-6123.570679440002
154,496.0548,1395.7442,-1096.018,0.0,0.0,0.0,-1235.8776,-15858.2767,599.9392,11592.2897,-2100.3605,59.91910056,20.5635,-4106.144400000001,-2040.4413994399997,-6126.022299440001
155,473.3484,1411.5637,-1099.3333,0.0,0.0,0.0,-1235.244,-15880.9068,633.357,11596.3528,-2056.1578,60.17417712,5.8507,-4100.8622,-1995.98362288,-6090.995122879999
156,492.6147,1402.6601,-1078.116,0.0,0.0,0.0,-1242.9952,-15928.5937,610.9504,11600.5085,-2021.8339,60.494492879999996,3.7731,-4142.9712,-1961.33940712,-6100.53750712
157,503.8588,1387.7497,-1103.5433,0.0,0.0,0.0,-1247.0461,-15838.6318,631.0358,11583.4282,-2129.893,59.88641112,17.1293,-4083.1486999999997,-2070.00658888,-6136.02598888
158,494.7975,1387.0352,-1078.0691,0.0,0.0,0.0,-1261.073,-15934.2767,614.2852,11600.7888,-2020.5699,59.45011056,15.306,-4176.5121,-1961.11978944,-6122.3258894400005
159,547.6906,1398.0755,-1115.2862,0.0,0.0,0.0,-1278.9538,-15834.7957,591.4088,11588.9572,-2094.4692,58.11025536,12.136,-4102.9036000000015,-2036.3589446400001,-6127.12654464
160,545.737,1424.4277,-1070.8414,0.0,0.0,0.0,-1289.2163,-15710.0109,611.818,11516.4223,-2165.3648,58.94522208,20.1296,-3971.6636,-2106.41957792,-6057.953577919999
161,502.7813,1448.0254,-1072.3475,0.0,0.0,0.0,-1259.052,-15769.2991,596.8367,11507.3758,-2078.9167,59.471545680000006,13.8103,-4045.679400000001,-2019.4451543200003,-6051.31425432
162,501.7939,1409.4864,-1089.3439,0.0,0.0,0.0,-1254.0255,-15752.4386,602.0153,11580.3833,-2191.9792,60.21950544,19.3256,-4002.1291,-2131.7596945600003,-6114.56319456
163,539.5388,1404.8067,-1103.4742,0.0,0.0,0.0,-1277.2494,-15825.6562,598.7284,11576.8345,-2101.0448,58.53309768,6.477,-4086.4713999999985,-2042.51170232,-6122.506102319999
164,493.4377,1398.9159,-1103.6294,0.0,0.0,0.0,-1246.7433,-15919.825,598.8498,11558.2845,-2037.8925,60.93613656,19.2668,-4220.7098000000005,-1976.95636344,-6178.39936344
165,490.6554,1404.7334,-1104.9913,0.0,0.0,0.0,-1247.2466,-15730.1883,607.5312,11541.5889,-2179.8842,60.922216080000005,13.0465,-4037.917299999999,-2118.96198392,-6143.832783919999
166,509.3136,1416.5006,-1077.9241,0.0,0.0,0.0,-1280.0005,-15866.1516,603.8085,11529.5971,-2035.672,59.822239679999996,13.5399,-4164.856399999999,-1975.84976032,-6127.166260319999
167,479.5182,1425.0561,-1080.2108,0.0,0.0,0.0,-1271.2769,-15790.5415,609.61,11577.4477,-2154.7318,57.31739784,17.9494,-4050.3971999999976,-2097.41440216,-6129.862202159997
168,523.2413,1357.5124,-1077.9838,0.0,0.0,0.0,-1270.3029,-15818.7399,607.8491,11515.2421,-2039.6484,57.50076744,23.8528,-4163.181700000001,-1982.1476325600001,-6121.476532560001
169,532.3657,1424.9474,-1091.0809,0.0,0.0,0.0,-1259.5125,-15963.3691,611.8062,11528.267,-1963.5172,59.30623152,11.2407,-4216.5761999999995,-1904.21096848,-6109.546468479999
170,488.1297,1384.4238,-1104.9372,0.0,0.0,0.0,-1243.2181,-15826.6267,626.0987,11565.4039,-2110.8066,59.38965288000001,7.3638,-4110.725900000001,-2051.41694712,-6154.779047120001
171,481.2773,1410.7182,-1062.3744,0.0,0.0,0.0,-1272.1832,-15754.7935,599.784,11570.2098,-2173.8405,59.5196208,14.1593,-4027.3617999999988,-2114.3208791999996,-6127.523379199999
172,537.1621,1404.5803,-1070.7443,0.0,0.0,0.0,-1280.7313,-15827.505,608.3498,11573.6219,-2103.6857,58.45533912,11.9964,-4055.2664999999997,-2045.23036088,-6088.50046088
173,501.4706,1435.9564,-1117.057,0.0,0.0,0.0,-1248.2426,-15930.7829,607.9926,11561.7569,-2036.6435,59.513171039999996,13.1607,-4188.906000000001,-1977.1303289599998,-6152.8756289600005
174,478.8927,1397.3175,-1144.6621,0.0,0.0,0.0,-1246.6242,-15987.8007,616.816,11577.2005,-1947.0966,57.82595544,8.751,-4308.860299999997,-1889.2706445600002,-6189.379944559996
175,519.2406,1389.4328,-1090.0576,0.0,0.0,0.0,-1300.3455,-15848.8784,603.223,11576.5263,-2050.9505,57.370988159999996,13.9445,-4150.8588,-1993.57951184,-6130.4938118400005
176,497.2429,1416.8932,-1054.653,0.0,0.0,0.0,-1272.8877,-15957.7452,591.6746,11554.0214,-1977.5358,57.89306448,11.9086,-4225.453799999999,-1919.64273552,-6133.187935519999
177,500.5558,1425.5742,-1050.8443,0.0,0.0,0.0,-1294.7274,-15933.2361,600.8227,11613.106,-2042.6101,58.60933704,18.4382,-4138.749099999999,-1984.0007629600002,-6104.311662959999
178,486.2501,1370.2467,-1074.0971,0.0,0.0,0.0,-1263.9891,-15913.968,601.9984,11596.6803,-2060.0906,58.74624935999999,12.0947,-4196.878700000001,-2001.34435064,-6186.128350640001
179,505.4007,1449.7998,-1073.5282,0.0,0.0,0.0,-1252.1914,-15890.5188,593.7818,11555.65,-2039.2006,58.48378776,11.298,-4111.606099999999,-1980.7168122399999,-6081.024912239999
180,500.5403,1441.8588,-1084.2218,0.0,0.0,0.0,-1264.5242,-15837.1316,592.2869,11529.0618,-2041.4612,57.99392568,12.7097,-4122.129800000002,-1983.46727432,-6092.887374320002
181,512.8207,1384.4862,-1082.7838,0.0,0.0,0.0,-1260.2269,-15846.9324,607.9481,11557.9942,-2076.5654,58.784047199999996,6.5058,-4126.6939,-2017.7813528,-6137.9694528
182,534.3595,1407.1418,-1078.3796,0.0,0.0,0.0,-1236.1351,-15913.7871,595.3164,11580.8113,-2014.4121,59.35716504,0.6474,-4110.6728,-1955.05493496,-6065.08033496
183,528.7347,1455.0707,-1092.0679,0.0,0.0,0.0,-1272.3695,-15888.3526,599.1417,11513.4088,-1989.0505,57.942043919999996,-0.022,-4156.4341,-1931.10845608,-6087.56455608
184,505.7738,1371.6371,-1071.9214,0.0,0.0,0.0,-1275.7893,-15968.2979,610.7217,11600.626,-2019.0691,58.09711032,11.8701,-4227.249999999998,-1960.97198968,-6176.351889679998
185,513.2083,1398.3019,-1111.776,0.0,0.0,0.0,-1262.8979,-15929.5059,602.092,11617.178,-2056.1098,58.47403104,15.5578,-4173.399600000001,-1997.6357689600002,-6155.477568960001
186,492.6778,1328.3891,-1094.2449,0.0,0.0,0.0,-1252.6153,-16068.8526,604.6767,11616.5285,-1908.4474,58.65623856,18.2152,-4373.440699999999,-1849.79116144,-6205.01666144
187,536.6017,1389.0801,-1089.4292,0.0,0.0,0.0,-1273.2643,-15880.5593,615.5791,11564.1973,-2061.5621,57.65604984,13.4124,-4137.794600000001,-2003.9060501600002,-6128.288250160001
188,496.7712,1367.313,-1082.7697,0.0,0.0,0.0,-1257.7986,-16039.2786,609.0937,11620.305,-1956.6522,58.53529872,19.9757,-4286.364,-1898.11690128,-6164.50520128
189,522.3113,1371.4919,-1078.1966,0.0,0.0,0.0,-1290.8224,-15853.5176,600.679,11581.3662,-2075.5929,59.233758480000006,10.0571,-4146.688199999999,-2016.35914152,-6152.990241519999
190,509.5488,1419.7438,-1099.3428,0.0,0.0,0.0,-1271.4601,-15918.5836,600.2308,11605.3733,-2044.6672,58.90866336,9.7631,-4154.489800000001,-1985.75853664,-6130.485236640001
191,512.6371,1409.0332,-1075.4875,0.0,0.0,0.0,-1263.1043,-15870.734,597.0844,11614.6322,-2101.4005,60.45686567999999,7.216,-4075.938900000001,-2040.9436343200002,-6109.66653432
192,494.2868,1407.3646,-1092.4738,0.0,0.0,0.0,-1272.7945,-15854.7244,607.2563,11595.6484,-2097.7686,59.71312008,12.2034,-4115.436599999999,-2038.05547992,-6141.288679919998
193,536.2857,1396.8631,-1088.667,0.0,0.0,0.0,-1265.1996,-15794.4086,602.0552,11584.0404,-2129.2362,59.78333088,13.4776,-4029.0308000000005,-2069.45286912,-6085.00606912
194,498.3548,1351.9446,-1068.3988,0.0,0.0,0.0,-1261.6939,-15961.1552,590.8341,11570.1433,-1942.139,59.84654687999999,-5.3732,-4279.971099999999,-1882.29245312,-6167.636753119999
195,478.5681,1410.0988,-1081.0945,0.0,0.0,0.0,-1267.5991,-15983.8255,593.2003,11594.2913,-1971.0826,59.03117928,11.5663,-4256.3606,-1912.05142072,-6156.845720719999
196,511.6721,1460.4403,-1098.2775,0.0,0.0,0.0,-1256.3109,-15798.3625,607.2836,11534.7446,-2092.3307,61.32456359999999,12.1039,-4038.810299999999,-2031.0061364,-6057.712536399999
197,516.6246,1357.4026,-1106.4036,0.0,0.0,0.0,-1219.9129,-15836.656,603.5019,11539.5213,-2077.1161,60.924695039999996,15.8719,-4145.922100000002,-2016.1914049600002,-6146.2416049600015
198,498.3201,1417.6829,-1079.19,0.0,0.0,0.0,-1262.6793,-15902.2797,600.1957,11547.9268,-1996.9367,59.14782216,14.9488,-4180.023499999999,-1937.78887784,-6102.863577839999
199,502.9041,1390.8665,-1066.4516,0.0,0.0,0.0,-1253.5406,-15830.9807,605.9872,11534.961,-2054.6696,58.67555184,9.0383,-4116.254100000002,-1995.9940481600001,-6103.209848160002
200,526.1861,1385.6934,-1121.188,0.0,0.0,0.0,-1259.8834,-15865.9943,596.6602,11537.6695,-2034.8652,57.34865232,19.0188,-4200.8565,-1977.51654768,-6159.35424768
201,478.9237,1470.324,-1111.1179,0.0,0.0,0.0,-1269.2263,-15879.9047,600.8229,11584.0982,-2043.5696,58.5337932,3.1371,-4126.080099999999,-1985.0358068,-6107.978806799999
202,519.2524,1442.4828,-1072.8409,0.0,0.0,0.0,-1254.4891,-15948.907,622.9261,11625.5378,-2028.8892,58.95200376,13.4001,-4066.0378999999975,-1969.93719624,-6022.574996239998
203,508.8336,1418.8823,-1081.482,0.0,0.0,0.0,-1267.7991,-15971.1141,608.8197,11610.5946,-1992.1411,58.818916079999994,17.513,-4173.264999999999,-1933.32218392,-6089.074183919999
204,509.6567,1364.6578,-1070.0731,0.0,0.0,0.0,-1268.2527,-15823.6897,610.685,11593.2802,-2102.8505,59.139846719999994,27.3737,-4083.735800000002,-2043.71065328,-6100.072753280003
205,522.3857,1406.2343,-1105.4141,0.0,0.0,0.0,-1251.7049,-15818.2517,598.1634,11586.1481,-2118.4141,61.539189119999996,20.0705,-4062.4392000000007,-2056.87491088,-6099.243610880001
206,502.7926,1401.3927,-1106.7654,0.0,0.0,0.0,-1253.6562,-15868.3757,613.7277,11538.8279,-1991.2526,60.633341279999996,17.5455,-4172.056400000001,-1930.61925872,-6085.1301587200005
207,498.9166,1436.8578,-1095.4371,0.0,0.0,0.0,-1254.663,-15973.7804,572.472,11539.2327,-1923.7832,58.47237792,16.8879,-4276.401400000001,-1865.31082208,-6124.8243220800005
208,492.1169,1418.1837,-1067.7095,0.0,0.0,0.0,-1267.7902,-16034.1941,614.489,11592.2064,-1908.5747,60.40934352000001,10.9152,-4252.6978,-1848.16535648,-6089.947956479999
209,495.7877,1338.7549,-1051.3183,0.0,0.0,0.0,-1279.0931,-16007.919,601.6306,11611.2527,-1979.7073,58.54685832,17.8541,-4290.904499999999,-1921.16044168,-6194.210841679999
210,504.8197,1378.5818,-1094.2115,0.0,0.0,0.0,-1246.4652,-15787.5307,598.5858,11543.8194,-2142.0189,60.481965599999995,20.0402,-4102.400699999998,-2081.5369344,-6163.897434399998
211,495.3061,1416.123,-1120.7933,0.0,0.0,0.0,-1260.1859,-15730.6017,603.8859,11536.6198,-2136.7034,58.80940704,9.9365,-4059.6461,-2077.8939929599997,-6127.60359296
212,523.1959,1432.1928,-1084.1499,0.0,0.0,0.0,-1263.0971,-15765.3562,605.8572,11535.8179,-2105.9247,59.71713624,14.0132,-4015.5393999999997,-2046.20756376,-6047.7337637599985
213,541.4934,1443.0346,-1083.088,0.0,0.0,0.0,-1238.381,-15811.0805,580.6991,11511.8532,-2098.3691,59.58594576,13.1923,-4055.4692000000014,-2038.78315424,-6081.060054240002
214,495.5484,1433.3589,-1094.4533,0.0,0.0,0.0,-1275.7555,-15942.7774,613.3622,11596.4854,-2014.684,59.31789912000001,4.222,-4174.231300000001,-1955.36610088,-6125.3754008800015
215,494.3479,1445.2161,-1085.6615,0.0,0.0,0.0,-1274.4928,-15868.1817,579.3607,11590.7467,-2075.0432,59.99105736,20.771,-4118.6646,-2015.05214264,-6112.94574264
216,477.8331,1440.2548,-1087.2251,0.0,0.0,0.0,-1287.4629,-15739.1964,613.9616,11587.4215,-2170.0303,60.604596,19.3847,-3994.4133999999995,-2109.4257039999998,-6084.454404
217,497.6426,1434.8145,-1069.1645,0.0,0.0,0.0,-1232.5893,-15905.2242,618.4542,11541.9344,-2056.3464,60.329635919999994,19.1379,-4114.132300000001,-1996.0167640799998,-6091.011164080001
218,492.8548,1445.9011,-1122.354,0.0,0.0,0.0,-1263.8206,-15892.9528,599.973,11623.1617,-2072.4998,58.74978888,14.9646,-4117.236799999999,-2013.75001112,-6116.022211119998
219,510.854,1369.6696,-1085.6135,0.0,0.0,0.0,-1240.6527,-15966.9124,599.5601,11608.3868,-1998.2656,61.832296799999995,16.4333,-4204.708099999998,-1936.4333032,-6124.708103199998
220,534.0669,1432.27,-1102.4746,0.0,0.0,0.0,-1239.1931,-15994.7,600.675,11525.6777,-1934.181,58.52677032,6.3313,-4243.678100000001,-1875.65422968,-6113.001029680002
221,524.3772,1399.5202,-1117.1224,0.0,0.0,0.0,-1306.0214,-15900.7433,576.4983,11579.3293,-2013.4154,57.91782096,8.8378,-4244.162100000003,-1955.4975790400001,-6190.821879040002
222,512.4339,1445.2266,-1079.473,0.0,0.0,0.0,-1275.6272,-15888.6102,615.3057,11550.171,-2029.3147,58.05620352,13.1289,-4120.573199999997,-1971.2584964799998,-6078.702796479997
223,496.6228,1397.9505,-1097.7503,0.0,0.0,0.0,-1275.8762,-15937.1819,599.4198,11592.446,-2025.3867,57.7795968,10.3598,-4224.3692999999985,-1967.6071032,-6181.616603199998
224,494.297,1426.4666,-1095.1498,0.0,0.0,0.0,-1268.0854,-15860.4484,604.8533,11526.0175,-2018.168,60.65769384,13.0495,-4172.049199999998,-1957.5103061599998,-6116.510006159997
225,499.8074,1419.1277,-1084.7384,0.0,0.0,0.0,-1263.5825,-15853.0729,602.1663,11536.9175,-2055.0045,60.54303816,8.7218,-4143.374899999999,-1994.46146184,-6129.114561839999
226,478.3945,1433.0194,-1086.7455,0.0,0.0,0.0,-1262.2443,-15921.4039,594.3592,11562.67,-1982.853,58.8876552,11.9709,-4201.950599999998,-1923.9653448000001,-6113.945044799998
227,516.7004,1392.7942,-1064.0983,0.0,0.0,0.0,-1244.7941,-15925.4616,594.3558,11519.542,-1981.9859,59.63887584,11.5437,-4210.961600000002,-1922.3470241599998,-6121.764924160002
228,533.3285,1395.7422,-1096.0247,0.0,0.0,0.0,-1255.2037,-15848.5266,595.678,11503.9013,-2003.358,58.44499632,22.2794,-4171.105,-1944.91300368,-6093.738603679999
229,509.9571,1388.1669,-1105.102,0.0,0.0,0.0,-1300.4673,-15880.9787,597.1553,11584.7854,-2034.5082,58.14907848,9.3634,-4206.483299999998,-1976.35912152,-6173.479021519998
230,499.2084,1403.9932,-1068.3428,0.0,0.0,0.0,-1256.1423,-15904.8123,615.0945,11573.7257,-2052.8446,61.226111519999996,29.4701,-4137.275599999999,-1991.61848848,-6099.42398848
231,505.5523,1438.0285,-1070.6394,0.0,0.0,0.0,-1262.2775,-15771.9888,590.3915,11514.9393,-2107.1362,61.082611199999995,8.3123,-4055.9941,-2046.0535888,-6093.7353888
232,522.2452,1412.3506,-1082.8282,0.0,0.0,0.0,-1291.0175,-15808.5051,611.8238,11598.8162,-2130.4601,58.50300888,16.2689,-4037.1150000000016,-2071.95709112,-6092.803191120001
233,501.5491,1411.9154,-1074.0148,0.0,0.0,0.0,-1271.867,-15810.6763,590.433,11524.8883,-2057.3817,58.6984284,19.2758,-4127.772299999999,-1998.6832716,-6107.179771599998
234,484.8316,1411.9237,-1082.0884,0.0,0.0,0.0,-1286.6089,-15853.2169,610.2848,11616.3263,-2077.9062,58.41442296,11.3149,-4098.5477999999985,-2019.49177704,-6106.724677039998
235,539.6952,1417.9425,-1095.4499,0.0,0.0,0.0,-1260.0916,-15781.701,591.6818,11562.1608,-2136.6556,60.02777880000001,0.1663,-4025.762199999999,-2076.6278212,-6102.223721199999
236,502.3204,1403.4257,-1038.4002,0.0,0.0,0.0,-1288.261,-15863.8345,607.9216,11608.2911,-2130.0858,59.13604151999999,18.8963,-4068.536900000001,-2070.9497584799997,-6120.590358480001
237,517.9872,1449.1294,-1103.1429,0.0,0.0,0.0,-1281.7541,-15809.0315,589.9201,11493.7665,-2048.6086,59.42024135999999,13.8717,-4143.1253,-1989.18835864,-6118.44195864
238,522.5236,1470.371,-1098.7574,0.0,0.0,0.0,-1258.2352,-15885.7013,602.8434,11535.024,-2012.0727,58.30421112,9.2239,-4111.931900000001,-1953.76848888,-6056.476488880001
239,515.0894,1456.0433,-1102.7966,0.0,0.0,0.0,-1266.5092,-15970.2247,598.6232,11552.7277,-1966.1075,57.03052968,3.9421,-4217.046900000001,-1909.07697032,-6122.181770320001
240,508.1063,1416.2858,-1086.692,0.0,0.0,0.0,-1259.5797,-15873.0008,593.35,11521.156,-2035.0469,57.896847359999995,7.226,-4180.374399999999,-1977.15005264,-6150.29845264
241,510.2303,1441.3811,-1112.9161,0.0,0.0,0.0,-1276.4974,-15808.4288,608.7138,11504.5897,-2065.3214,58.2051348,-0.0008,-4132.927399999999,-2007.1162651999998,-6140.044465199998
242,548.5621,1425.2922,-1100.5684,0.0,0.0,0.0,-1255.7591,-15862.519,606.703,11513.8755,-2053.3086,59.33167631999999,11.0769,-4124.413700000001,-1993.9769236799998,-6107.313723680001
243,491.9614,1404.9506,-1080.1326,0.0,0.0,0.0,-1284.5275,-15818.7611,603.8205,11518.6006,-2049.6025,58.98766464,21.4821,-4164.088100000001,-1990.61483536,-6133.220835360001
244,544.7354,1402.9905,-1099.8977,0.0,0.0,0.0,-1284.8063,-15797.4988,597.1876,11465.5838,-2019.9945,58.97823912,10.6504,-4171.7055,-1961.0162608800001,-6122.07136088
245,518.4549,1444.2762,-1094.07,0.0,0.0,0.0,-1263.8523,-15816.7686,614.3143,11476.2844,-2032.1207,57.81940272,5.9728,-4121.361099999998,-1974.30129728,-6089.689597279998
246,495.5231,1446.1572,-1122.7155,0.0,0.0,0.0,-1261.2611,-15817.9736,599.2044,11537.342,-2072.4156,57.70528776,15.0532,-4123.723499999998,-2014.71031224,-6123.380612239998
247,512.0536,1426.9306,-1107.9726,0.0,0.0,0.0,-1268.5261,-15855.28,610.0816,11514.1299,-2042.0889,58.65183792,18.0849,-4168.5830000000005,-1983.43706208,-6133.935162080001
248,516.9985,1457.2593,-1069.5843,0.0,0.0,0.0,-1283.5481,-15943.3993,598.9485,11547.0265,-1965.9401,57.12791832,20.9256,-4176.2989,-1908.81218168,-6064.18548168
249,477.2489,1463.9074,-1101.506,0.0,0.0,0.0,-1262.5324,-15837.5094,590.3839,11500.3772,-2021.8825,58.066603199999996,9.6478,-4169.6304,-1963.8158968,-6123.7984968
250,522.9169,1354.2662,-1081.0157,0.0,0.0,0.0,-1277.6542,-15887.2578,607.8422,11551.4269,-1987.117,58.00952664,14.8445,-4209.475499999999,-1929.1074733599999,-6123.738473359998
251,518.5284,1427.9458,-1099.6158,0.0,0.0,0.0,-1275.1881,-15823.8552,599.8082,11538.5191,-2087.2378,57.30992712,12.8146,-4113.857600000001,-2029.92787288,-6130.9708728800015
252,529.0122,1392.6092,-1107.5088,0.0,0.0,0.0,-1285.0038,-15840.771,606.9567,11545.1591,-2032.2054,59.74550928,5.2131,-4159.546399999999,-1972.45989072,-6126.793190719999
253,508.2624,1393.4591,-1113.9851,0.0,0.0,0.0,-1245.613,-15825.0198,611.4778,11522.3167,-2066.581,59.343762240000004,-0.4408,-4149.1019,-2007.2372377600002,-6156.77993776
254,491.3856,1423.7518,-1113.0779,0.0,0.0,0.0,-1275.5746,-16051.3728,589.6259,11535.188,-1876.9714,57.55307472,16.9817,-4400.073999999999,-1819.4183252799999,-6202.510625279999
255,527.0709,1378.5296,-1082.3158,0.0,0.0,0.0,-1280.7811,-16046.8015,599.3048,11516.1761,-1856.6482,56.963298959999996,10.0176,-4388.816999999997,-1799.68490104,-6178.484301039996
256,503.9474,1395.69,-1115.7999,0.0,0.0,0.0,-1269.7767,-15988.7216,619.0918,11548.2122,-1926.1676,57.82394736,25.4183,-4307.356800000001,-1868.34365264,-6150.282152640001
257,495.8479,1459.3158,-1098.2422,0.0,0.0,0.0,-1272.3611,-15906.5091,600.7063,11558.9472,-2024.0604,59.32230336,17.9693,-4162.295199999999,-1964.73809664,-6109.0639966399995
258,488.2154,1450.9252,-1062.0912,0.0,0.0,0.0,-1244.8578,-15861.0923,591.0784,11489.1391,-2031.5475,59.364053999999996,17.5243,-4148.6831999999995,-1972.183446,-6103.342345999999
259,525.2779,1467.7454,-1088.0861,0.0,0.0,0.0,-1278.4625,-15857.5753,585.3061,11487.7262,-1999.0661,58.23322848,14.1287,-4158.068300000001,-1940.83287152,-6084.77247152
260,506.9711,1434.8908,-1114.8139,0.0,0.0,0.0,-1257.0441,-15847.7687,607.5592,11541.6654,-2041.8131,58.56340824,17.4604,-4128.540200000001,-1983.2496917600001,-6094.3294917600015
261,507.6193,1386.5733,-1115.0061,0.0,0.0,0.0,-1281.9045,-16184.0862,608.0493,11577.6774,-1802.6958,56.64134016,8.7665,-4501.077499999998,-1746.05445984,-6238.365459839997
262,513.4461,1415.8649,-1087.0174,0.0,0.0,0.0,-1274.4545,-15990.3273,613.5841,11583.9046,-1965.3185,57.56999112,10.521,-4224.9995,-1907.7485088800001,-6122.2270088800005
263,480.0947,1420.1316,-1054.1579,0.0,0.0,0.0,-1246.0994,-15781.4444,595.0868,11497.5089,-2092.6954,59.62320288,22.7217,-4088.8797000000013,-2033.07219712,-6099.230197120002
264,514.2717,1403.3974,-1093.2223,0.0,0.0,0.0,-1247.9993,-16019.5605,612.815,11525.7365,-1913.3259,58.10615064,10.3186,-4304.561499999996,-1855.2197493600002,-6149.462649359996
265,507.6912,1394.8117,-1091.7909,0.0,0.0,0.0,-1234.7251,-16045.9723,606.897,11563.3318,-1931.4307,58.342163039999996,25.2335,-4299.756599999997,-1873.0885369599998,-6147.611636959997
266,529.6583,1459.2306,-1096.7221,0.0,0.0,0.0,-1281.9117,-15959.0473,603.1775,11544.984,-1919.1865,58.53351096,11.4493,-4200.6307,-1860.65298904,-6049.834389039999
267,501.826,1433.6135,-1094.9474,0.0,0.0,0.0,-1253.6561,-16021.0489,599.4753,11520.3936,-1884.4723,56.675363759999996,12.9768,-4314.343999999999,-1827.79693624,-6129.164136239998
268,496.5581,1394.4111,-1054.3325,0.0,0.0,0.0,-1264.1753,-15966.4738,612.8672,11485.1415,-1921.2714,57.48198408,11.3887,-4296.003699999999,-1863.78941592,-6148.404415919998
269,512.7598,1446.7891,-1104.9356,0.0,0.0,0.0,-1284.022,-15963.3272,591.3691,11557.2784,-1949.7738,57.56040144,5.7557,-4244.088400000001,-1892.2133985599999,-6130.546098560001
270,473.7518,1413.0252,-1110.0445,0.0,0.0,0.0,-1248.4928,-15972.2624,605.0367,11635.3048,-2015.1735,59.042800799999995,18.1953,-4203.681200000001,-1956.1306992000002,-6141.616599200001
271,500.04,1450.783,-1103.1846,0.0,0.0,0.0,-1275.4616,-16026.4923,614.232,11560.5588,-1905.9452,57.472455599999996,11.5231,-4279.5247,-1848.4727444,-6116.4743444
272,518.5073,1405.6989,-1108.1898,0.0,0.0,0.0,-1251.7456,-15892.8851,599.8583,11545.2162,-2015.2141,58.26151728,11.8736,-4183.539799999999,-1956.95258272,-6128.618782719999
